AÑO,MUNICIPIO,TIPO,ACCIÓN,CONTRATO,EMPRESA,MONTO CONTRATADO,AVANCE FÍSICO,AVANCE FINANCIERO,MODALIDAD
2018,ABASOLO,OBRA,ABASOLO - MARITAS,SOP/RE/LS/PU/GCE/OB/OP/2018-0185,"ACARREOS TERRACERIAS Y EDIFICACION, S.A. DE C.V.","$335,919.99 ",100.00 %,99.00 %,LICITACION SIMPLIFICADA
2018,JARAL DEL PROGRESO,OBRA,LA LOMA - VICTORIA DE CORTAZAR,SOP/RE/LS/PU/GCE/OB/OP/2018-0185,"ACARREOS TERRACERIAS Y EDIFICACION, S.A. DE C.V.","$196,761.84 ",100.00 %,100.00 %,LICITACION SIMPLIFICADA
2018,PÉNJAMO,OBRA,PÉNJAMO - EL VARAL,SOP/RE/LS/PU/GCE/OB/OP/2018-0185,"ACARREOS TERRACERIAS Y EDIFICACION, S.A. DE C.V.","$448,954.60 ",100.00 %,100.00 %,LICITACION SIMPLIFICADA
2018,HUANÍMARO,OBRA,RAMAL A HUANÍMARO,SOP/RE/LS/PU/GCE/OB/OP/2018-0185,"ACARREOS TERRACERIAS Y EDIFICACION, S.A. DE C.V.","$233,336.63 ",100.00 %,100.00 %,LICITACION SIMPLIFICADA
2018,SAN JOSÉ ITURBIDE,OBRA,SAN JOSÉ ITURBIDE  - ESTANCIA DE BEGOÑA,SOP/RE/LS/PU/GCE/OB/OP/2018-0185,"ACARREOS TERRACERIAS Y EDIFICACION, S.A. DE C.V.","$227,609.52 ",100.00 %,100.00 %,LICITACION SIMPLIFICADA
2018,APASEO EL ALTO,OBRA,SAN LORENZO - APASEO EL ALTO,SOP/RE/LS/PU/GCE/OB/OP/2018-0185,"ACARREOS TERRACERIAS Y EDIFICACION, S.A. DE C.V.","$235,504.67 ",100.00 %,100.00 %,LICITACION SIMPLIFICADA
2018,CELAYA,OBRA,SAN LORENZO - JUAN MARTÍN,SOP/RE/LS/PU/GCE/OB/OP/2018-0185,"ACARREOS TERRACERIAS Y EDIFICACION, S.A. DE C.V.","$73,137.88 ",100.00 %,100.00 %,LICITACION SIMPLIFICADA
2018,GUANAJUATO,OBRA,SANTA TERESA - CUEVAS,SOP/RE/LS/PU/GCE/OB/OP/2018-0185,"ACARREOS TERRACERIAS Y EDIFICACION, S.A. DE C.V.","$81,131.08 ",100.00 %,100.00 %,LICITACION SIMPLIFICADA
2018,VARIOS MUNICIPIOS,OBRA,CELAYA - SANTA CRUZ DE JUVENTINO ROSAS,SOP/RE/LS/PU/GCE/OB/OP/2018-0185,"ACARREOS TERRACERIAS Y EDIFICACION, S.A. DE C.V.","$672,262.83 ",100.00 %,99.00 %,LICITACION SIMPLIFICADA
2018,PURÍSIMA DEL RINCÓN,PROYECTO,PROLONGACIÓN DEL BULEVAR DEL VALLE EN PURÍSIMA DEL RINCÓN,SOP/RE/AM/PU/PST/SERV/OP/2018-0183,GOMEZ MARTINEZ MARCELINO,"$1,008,529.52 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2018,LEÓN,OBRA,REHABILITACIÓN DEL CAMINO A PROVIDENCIA,SOP/RE/LS/PU/GCE/OB/OP/2018-0184,"CAMINOS COMPACTOS DE MEXICO, S.A. DE C.V.","$5,884,012.06 ",100.00 %,100.00 %,LICITACION SIMPLIFICADA
2018,LEÓN,OBRA,PUENTE PEATONAL ENTRE CALLE NIÑOS HÉROES Y ACCESO EL DORADO,SOP/RE/LS/PU/GCE/OB/OP/2018-0187,"INSTALACIONES DRAC, S.A. DE C.V.","$7,664,910.52 ",100.00 %,100.00 %,LICITACION SIMPLIFICADA
2018,LEÓN,PROYECTO INTEGRAL,CONSTRUCCIÓN DEL CAISES COLONIA 10 DE MAYO,SOP/RE/LP/PU/DGC/OB/ISAPEG/2018-0190,"CONSTRUCTORA CIFSA, S.A. DE C.V.","$36,307,710.91 ",100.00 %,100.00 %,LICITACION PUBLICA
2018,IRAPUATO,PROYECTO INTEGRAL,CONSTRUCCIÓN DE UMAPS  LOCALIDAD DE VENADO DE YOSTIRO,SOP/RE/LP/PU/DGC/OB/ISAPEG/2018-0192,"FIGUEROA INGENIERIA Y CONSTRUCCIONES, S.A. DE C.V.","$12,560,411.15 ",100.00 %,91.73 %,LICITACION PUBLICA
2018,SAN LUIS DE LA PAZ,PROYECTO INTEGRAL,CONSTRUCCIÓN DEL ALUMBRADO DEPORTIVO,SOP/RE/AM/PU/DGC/OB/CODE/2018-0189,"ALTA POTENCIA CE, S.A. DE C.V.","$872,683.83 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2018,LEÓN,PROYECTO INTEGRAL,CONSTRUCCIÓN UMAPS COL. LOMAS DE ECHEVESTE,SOP/RE/LP/PU/DGC/OB/ISAPEG/2018-0191,ARENAS CORONA JOSE FELIPE,"$11,833,944.20 ",100.00 %,100.00 %,LICITACION PUBLICA
2018,APASEO EL ALTO,OBRA,CONSTRUCCIÓN DE PARQUE POLIDEPORTIVO SAN FERNANDO,SOP/RF/LP/PU/DGC/OB/CODE/2018-0193,SERNA GAMIÑO ARTURO,"$9,118,419.38 ",100.00 %,100.00 %,LICITACION PUBLICA
2018,CELAYA,OBRA,CONSTRUCCIÓN DE PLAZA CÍVICA Y OBRAS COMPLEMENTARIAS,SOP/RE/LS/PU/DGC/OB/SEDESHU/2018-0196,"GRUPO CELARK, S.C.","$3,437,634.08 ",100.00 %,99.28 %,LICITACION SIMPLIFICADA
2018,VARIOS MUNICIPIOS,OBRA,CARRETERA ROMITA - BAJÍO DE BONILLAS - CARRETERA FEDERAL 45,SOP/RE/LS/PU/GCE/OB/OP/2018-0194,"CALHER CONSTRUCCIONES, S.A. DE C.V.","$5,685,717.08 ",100.00 %,100.00 %,LICITACION SIMPLIFICADA
2018,VARIOS MUNICIPIOS,OBRA,CARRETERA OCAMPO - E.C. (LEÓN - SAN FELIPE),SOP/RE/LS/PU/GCE/OB/OP/2018-0195,"ELEME ARRENDADORA, S.A. DE C.V.","$10,296,861.69 ",100.00 %,100.00 %,LICITACION SIMPLIFICADA
2018,VALLE DE SANTIAGO,OBRA,CONSERVACIÓN PERIÓDICA DEL CAMINO DE ACCESO A SAN JERÓNIMO D,SOP/RE/AM/PU/GCE/OB/OP/2018-0198,"SOLUCIONES INTELIGENTES EN INGENIERIA, S.A. DE C.V.","$1,714,484.46 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2018,VALLE DE SANTIAGO,OBRA,CONSERVACIÓN PERIÓDICA DEL CAMINO DE SAN IGNACIO DE SAN JOSÉ,SOP/RE/AM/PU/GCE/OB/OP/2018-0199,"ASESORIA, ESTUDIOS, PROYECTOS Y CONSTRUCCIONES, S.A. DE C.V.","$1,039,952.12 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2018,APASEO EL ALTO,PROYECTO INTEGRAL,CONSTRUCCIÓN UMAPS LA CUEVITA,SOP/RE/LS/PU/DGC/OB/ISAPEG/2018-0201,"GRUPO JH CONSTRUCCIONES, S.A. DE C.V.","$9,616,029.94 ",100.00 %,99.35 %,LICITACION SIMPLIFICADA
2018,PURÍSIMA DEL RINCÓN,OBRA,CAMPO DE FUTBOL DE PRÁCTICAS Y OBRAS COMPLEMENTARIAS,SOP/RE/LS/PU/DGC/OB/ITES/2018-0200,"EDIFICADORA ALBA, S.A. DE C.V.","$4,499,982.84 ",100.00 %,100.00 %,LICITACION SIMPLIFICADA
2018,IRAPUATO,OBRA,SALIDA A SILAO EN IRAPUATO,SOP/RF/LP/PU/GCE/OB/OP/2018-0197,"CONSTRUCTORA ELECTRICA DEL BAJIO, S.A. DE C.V.","$4,643,198.67 ",100.00 %,100.00 %,LICITACION PUBLICA
2018,ACÁMBARO,OBRA,ACÁMBARO  - CHUPÍCUARO,SOP/RE/LS/PU/GCE/OB/OP/2018-0202,LOPEZ CHAVEZ JUANA,"$2,769,181.93 ",100.00 %,100.00 %,LICITACION SIMPLIFICADA
2018,CELAYA,OBRA,AMPLIACIÓN SUBPROCURADURÍA DE JUSTICIA REGIÓN C (2A ETAPA),SOP/RE/AE/PU/DGC/OB/PGJ/2018-0205,"AGREGADOS LA ROCA, S.A. DE C.V.","$17,591,578.86 ",100.00 %,100.00 %,ADJUDICACION DIRECTA POR EXCEPCION
2018,CELAYA,OBRA,AMPLIACIÓN SUBPROCURADURÍA DE JUSTICIA REGIÓN C. (3A ETAPA),SOP/RE/AE/PU/DGC/OB/PGJ/2018-0206,"AGREGADOS LA ROCA, S.A. DE C.V.","$8,502,993.06 ",100.00 %,100.00 %,ADJUDICACION DIRECTA POR EXCEPCION
2018,SILAO,OBRA,DIGNIFICACIÓN DE LA PARROQUIA DE SANTIAGO APÓSTOL,SOP/RE/AM/PU/DGC/OB/OP/2018-0204,RAMIREZ NEGRETE EZEQUIEL GUILLERMO,"$1,699,799.12 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2018,GUANAJUATO,ESTUDIO,E.C.ACCESO A CERVERA CONEXIÓN CARR. LIBRE GUANAJUATO-SILAO,SOP/RE/AM/PU/PST/SERV/OP/2018-0203,PATIÑO MARTINEZ PAULINA,"$142,940.43 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2018,GUANAJUATO,OBRA,AMPLIACIÓN Y CONSTRUCCIÓN DE ESPACIOS FÍSICOS INFRA,SOP/RE/AM/PU/DGC/OB/OP/2018-0207,DURAN VILLEGAS FRANCISCO,"$1,699,989.99 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2018,APASEO EL ALTO,ESTUDIO,ACB DEL PSV LA PRESITA EN LA CARRETERA FEDERAL 45,SOP/RE/AM/PU/AI/SERV/OP/2018-0209,TRONCOSO LANDEROS JOSE FRANCISCO,"$248,137.94 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2018,SAN DIEGO DE LA UNIÓN,OBRA,CARRETERA LIBRAMIENTO SAN DIEGO DE LA UNIÓN,SOP/RE/AM/PU/GCE/OB/OP/2018-0210,"CONSTRUCTORA DHEG, S.A. DE C.V.","$1,382,261.52 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2018,VARIOS MUNICIPIOS,ESTUDIO,ESTUDIOS DE PREINVERSIÓN PAQUETE NO. 3 2018,SOP/RE/AM/PU/AI/SERV/OP/2018-0208,"EVIAL INGENIERIA, S.A. DE C.V.","$258,310.04 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2018,LEÓN,OBRA,SUBPROCURADURÍA DE JUSTICIA REGIÓN A (CUARTA ETAPA),SOP/RE/AE/PU/DGC/OB/PGJ/2018-0211,"TECNOLOGIA E INFRAESTRUCTURA MODERNA, S.A. DE C.V.","$21,375,627.21 ",100.00 %,100.00 %,ADJUDICACION DIRECTA POR EXCEPCION
2018,LEÓN,OBRA,"QUINTA ETAPA SUBPROCURADURÍA DE JUSTICIA DE LA REGIÓN ""A""",SOP/RE/AE/PU/DGC/OB/PGJ/2018-0212,"TECNOLOGIA E INFRAESTRUCTURA MODERNA, S.A. DE C.V.","$37,810,283.06 ",100.00 %,100.00 %,ADJUDICACION DIRECTA POR EXCEPCION
2018,CORTAZAR,DICTAMEN,DICTAMEN ESTRUCTURAL PUENTE PEATONALCOLGANTE ANTONIO MADRAZO,SOP/RE/AM/PU/PST/SERV/OP/2018-0214,"EVIAL INGENIERIA, S.A. DE C.V.","$419,383.26 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2018,VARIOS MUNICIPIOS,PROYECTO,ADECUACIÓN DEL PROYECTO EJECUTIVO CARRETERA DOLORES HIDALGO,SOP/RE/AM/PU/PST/SERV/OP/2018-0215,"GRUPO ALCIRA, S.C.","$549,308.72 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2018,SILAO,OBRA,CONSTRUCCIÓN DE PASOS DE GATO EN CUBIERTAS DEL ALMACÉN,SOP/RE/AM/PU/DGC/OB/ISSEG/2018-0216,"LAIN ARQUITECTOS, S.A. DE C.V.","$582,334.83 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2018,SAN LUIS DE LA PAZ,PROYECTO,ADECUACIÓN DEL PROYECTO EJECUTIVO DEL CAMINO LA ESTANCIA,SOP/RE/AM/PU/PST/SERV/OP/2018-0217,LUNA ESTRADA OSCAR DAVID,"$337,913.67 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2018,LEÓN,OBRA,REHABILITACIÓN DE LA BIBLIOTECA WIGBERTO JIMÉNEZ MORENO,SOP/RF/AE/PU/DGC/OB/IEC/2018-0218,"CINQUE MISI, S.A. DE C.V.","$769,815.40 ",100.00 %,100.00 %,ADJUDICACION DIRECTA POR EXCEPCION
2018,APASEO EL ALTO,OBRA,REHABILITACIÓN CAMINO DE ACCESO A COMUNIDAD DE LOS GALVANES,SOP/RE/LS/PU/GCE/OB/OP/2018-0222,"CONSTRUCTORA LORESA, S.A. DE C.V.","$7,536,703.43 ",100.00 %,100.00 %,LICITACION SIMPLIFICADA
2018,SAN LUIS DE LA PAZ,PROYECTO,PROYECTO EJECUTIVO DE ESTRUCTURA EN LA CARRETERA DOLORES,SOP/RE/AM/PU/PST/SERV/OP/2018-0226,MARTINEZ MONTES GILBERTO,"$1,524,847.60 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2018,APASEO EL ALTO,OBRA,REHABILITACIÓN DEL ENTRONQUE DE ACCESO A SANTA ISABEL,SOP/RE/AM/PU/GCE/OB/OP/2018-0224,"CONSTRUCTORA LORESA, S.A. DE C.V.","$962,177.59 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2018,COMONFORT,OBRA,LIBRAMIENTO PONIENTE DE EMPALME ESCOBEDO,SOP/RE/AM/PU/GCE/OB/OP/2018-0225,"PEREZ SERRANO Y CONSTRUCTORES, S.A. DE C.V.","$1,436,497.69 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2018,SAN JOSÉ ITURBIDE,OBRA,RAMAL A CAPULÍN,SOP/RE/LS/PU/GCE/OB/OP/2018-0223,"INGENIERIA CONSULTIVA EN CONSTRUCCION, S.A. DE C.V.","$5,906,155.60 ",100.00 %,100.00 %,LICITACION SIMPLIFICADA
2018,APASEO EL ALTO,OBRA,APASEO EL ALTO - JERÉCUARO,SOP/RE/LS/PU/GCE/OB/OP/2018-0221,"CONSTRUCTORA LORESA, S.A. DE C.V.","$3,452,424.09 ",100.00 %,100.00 %,LICITACION SIMPLIFICADA
2018,VALLE DE SANTIAGO,OBRA,CONSERVACIÓN PERIÓDICA DEL CAMINO DE ACCESO A RINCÓN DE PARA,SOP/RE/LS/PU/GCE/OB/OP/2018-0219,"INGENIERIA, PROYECTOS Y DESARROLLOS DE GUANAJUATO, S. DE .R.L. DE C.V.","$3,728,634.77 ",100.00 %,100.00 %,LICITACION SIMPLIFICADA
2018,VARIOS MUNICIPIOS,OBRA,CONSERVACIÓN PERIÓDICA DEL CAMINO VICTORIA - SANTA CATARINA,SOP/RE/LS/PU/GCE/OB/OP/2018-0220,"ARTODO, S.A. DE C.V.","$1,934,296.07 ",CONTRATO RESCINDIDO,0.00 %,LICITACION SIMPLIFICADA
2018,JARAL DEL PROGRESO,OBRA,JARAL - VICTORIA DE CORTAZAR,SOP/RE/AM/PU/GCE/OB/OP/2018-0227,"PEREZ SERRANO Y CONSTRUCTORES, S.A. DE C.V.","$1,653,557.10 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2018,ACÁMBARO,OBRA,DIGNIFICACIÓN DE ÁREAS ANEXAS DEL TEMPLO DE SAN FRANCISCO,SOP/RE/AM/PU/DGC/OB/OP/2018-0228,"CONSTRUCTORA CONICE, S.A. DE C.V.","$1,599,999.90 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2018,PÉNJAMO,PROYECTO INTEGRAL,DIGNIFICACIÓN DE LA PARROQUIA DE SAN FRANCISCO PENJAMO,SOP/RE/AM/PU/DGC/OB/OP/2018-0229,"CONSULTORIA Y CONSTRUCCIONES DEL CENTRO, S.A DE C.V.","$1,739,953.88 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2018,IRAPUATO,OBRA,PAVIMENTACIÓN DEL CAMINO PUEBLO NUEVO - HUANIMARO A SAN,SOP/RE/LS/PU/GCE/OB/OP/2018-0231,RUBEN PEREZ NEGRETE,"$7,743,894.55 ",100.00 %,100.00 %,LICITACION SIMPLIFICADA
2018,VICTORIA,OBRA,CAÑADA DE MORENO - VICTORIA,SOP/RF/AE/PU/GCE/OB/OP/2018-0230,"EDIFICADORA ALBA, S.A. DE C.V.","$8,966,222.72 ",100.00 %,100.00 %,ADJUDICACION DIRECTA POR EXCEPCION
2018,CELAYA,ESTUDIO,PLAN MAESTRO Y ESTUDIO DE MOVILIDAD PARA APROVECHAMIENTO,SOP/RE/LS/PU/AI/SERV/IPLANEG/2018-0232,"ADHOC CONSULTORES ASOCIADOS, S.C.","$7,254,978.29 ",100.00 %,100.00 %,LICITACION SIMPLIFICADA
2018,SAN LUIS DE LA PAZ,OBRA,PAVIMENTACIÓN DEL CAMINO SAN RAFAEL DE FÁTIMA - SAN LUIS DE,SOP/RE/LS/PU/GCE/OB/OP/2018-0233,BORBOLLA ESCOBOSA JOSE BERNARDO,"$8,963,470.06 ",100.00 %,100.00 %,LICITACION SIMPLIFICADA
2018,SAN LUIS DE LA PAZ,OBRA,PAVIMENTACIÓN DEL CAMINO LA CIÉNEGA - SAN LUIS DE LA PAZ,SOP/RE/LS/PU/GCE/OB/OP/2018-0234,"ORELLANA INGENIEROS Y ASOCIADOS, S.A. DE C.V.","$6,675,976.63 ",100.00 %,100.00 %,LICITACION SIMPLIFICADA
2018,GUANAJUATO,OBRA,REHABILITACIÓN DEL ORATORIO SAN FELIPE NERI (LA COMPAÑÍA),SOP/RE/AM/PU/DGC/OB/OP/2018-0239,"CONSTRUCTORA CAL Y ARENA, S.A. DE C.V.","$1,387,051.85 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2018,GUANAJUATO,OBRA,TECHADO DE CANCHA DEPORTIVA USOS MÚLTIPLES (SEGUNDA ETAPA),SOP/RE/AM/PU/DGC/OB/SICES/2018-0236,"CONSTRUCCION DE ACERO Y EDIFICACION, S.A. DE C.V.","$753,134.18 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2018,CELAYA,PROYECTO INTEGRAL,DIGNIFICACIÓN DE LA CATEDRAL EN EL MUNICIPIO DE CELAYA,SOP/RE/AM/PU/DGC/OB/OP/2018-0237,"CONSTRUCTORA RESTAURARQ, S. A.","$1,727,167.46 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2018,XICHÚ,OBRA,CONSTRUCCIÓN CAMINO DE ACCESO XICHÚ - GUAMÚCHIL OCTAVA ETAPA,SOP/RF/LP/PU/GCE/OB/OP/2018-0241,"URBANIZADORA VELCAR CONSTRUCTORA, S.A. DE C.V.","$25,017,057.50 ",100.00 %,100.00 %,LICITACION PUBLICA
2018,XICHÚ,OBRA,"CONSTRUCCIÓN DEL CAMINO DE ACCESO XICHÚ - GUAMÚCHIL, 7A.ETAP",SOP/RF/LP/PU/GCE/OB/OP/2018-0241,"URBANIZADORA VELCAR CONSTRUCTORA, S.A. DE C.V.","$9,052,364.74 ",100.00 %,100.00 %,LICITACION PUBLICA
2018,CELAYA,PROYECTO INTEGRAL,DIGNIFICACIÓN DEL TEMPLO DEL CARMEN EN EL MUNICIPIO DE CELAY,SOP/RE/AM/PU/DGC/OB/OP/2018-0238,VITE FRIAS VICTORIANO,"$1,739,999.99 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2018,LEÓN,OBRA,CONCLUSIÓN DE ALUMBRADO PÚBLICO ENES-UNAM,SOP/RE/AM/PU/DGC/OB/OP/2018-0240,"ELECTRO OBRA DEL BAJIO, S.A. DE C.V.","$281,404.43 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2018,APASEO EL ALTO,ESTUDIO,ANÁLISIS COSTO - BENEFICIO DEL PIV MARROQUÍN EN LA CARRETERA,SOP/RE/AM/PU/AI/SERV/OP/2018-0235,"SIECORP INGENIERIA APLICADA, S. DE R.L. DE C.V.","$246,292.91 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2018,APASEO EL ALTO,ESTUDIO,ANÁLISIS COSTO - BENEFICIO DEL PIV SAN ANTONIO CALICHAR,SOP/RE/AM/PU/AI/SERV/OP/2018-0242,LEHMANN BUESCH ADALBERT GEORG,"$248,086.63 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2018,ACÁMBARO,OBRA,CARRETERA INCHAMÁCUARO - LAS JÍCAMAS - PEJO,SOP/RE/LS/PU/GCE/OB/OP/2018-0245,"CESAREO CONSTRUCCIONES, S.A. DE C.V.","$4,229,059.58 ",100.00 %,100.00 %,LICITACION SIMPLIFICADA
2018,MOROLEÓN,OBRA,CARRETERA MOROLEÓN - OZUMBILLA,SOP/RE/LS/PU/GCE/OB/OP/2018-0243,GARCIA RIOS JORGE,"$3,863,511.29 ",100.00 %,100.00 %,LICITACION SIMPLIFICADA
2018,HUANÍMARO,OBRA,RAMAL A HUANÍMARO,SOP/RE/LS/PU/GCE/OB/OP/2018-0244,"GRUPO CONSTRUCTOR MORAME, S.A. DE C.V.","$12,248,372.30 ",100.00 %,100.00 %,LICITACION SIMPLIFICADA
2018,SAN FRANCISCO DEL RINCÓN,OBRA,SAN FRANCISCO DEL RINCÓN - JESÚS DEL MONTE - LA SADÍA,SOP/RE/LS/PU/DCB/OB/OP/2018-0248,"INSTALACIONES DRAC, S.A. DE C.V.","$5,899,811.64 ",100.00 %,100.00 %,LICITACION SIMPLIFICADA
2018,SILAO,OBRA,CARRETERA SILAO - TREJO - SAN AGUSTÍN,SOP/RE/LS/PU/DCB/OB/OP/2018-0247,"GRUPO CONSTRUCTOR NORUMA, S.A. DE C.V.","$9,031,931.32 ",100.00 %,100.00 %,LICITACION SIMPLIFICADA
2018,SANTA CATARINA,OBRA,CARRETERA SANTA CATARINA - LIMÍTES DEL ESTADO DE QUERÉTARO,SOP/RE/LS/PU/DCA/OB/OP/2018-0246,GONZALEZ CASILLAS EDUARDO,"$2,949,233.06 ",100.00 %,100.00 %,LICITACION SIMPLIFICADA
2018,VARIOS MUNICIPIOS,OBRA,SALAMANCA - SANTA CRUZ DE JUVENTINO ROSAS,SOP/RE/LS/PU/DCB/OB/OP/2018-0252,"FIGUEROA INGENIERIA Y CONSTRUCCIONES, S.A. DE C.V.","$3,498,380.30 ",100.00 %,100.00 %,LICITACION SIMPLIFICADA
2018,SILAO,OBRA,CARRETERA RAMAL A COMANJILLA,SOP/RE/LS/PU/DCB/OB/OP/2018-0250,"CONSTRUCTORA Y MATERIALES FAVECO, S.A. DE C.V.","$1,915,792.11 ",100.00 %,100.00 %,LICITACION SIMPLIFICADA
2018,VALLE DE SANTIAGO,OBRA,CARRETERA LABOR DE VALTIERRA - PUEBLO NUEVO,SOP/RE/LS/PU/DCB/OB/OP/2018-0249,"INGENIERIA, PROYECTOS Y DESARROLLOS DE GUANAJUATO, S. DE .R.L. DE C.V.","$7,969,539.04 ",100.00 %,100.00 %,LICITACION SIMPLIFICADA
2018,VARIOS MUNICIPIOS,OBRA,CARRETERA JUVENTINO ROSAS - VILLAGRÁN,SOP/RE/LS/PU/DCA/OB/OP/2018-0251,OJODEAGUA MALDONADO FELIX,"$4,378,939.06 ",100.00 %,100.00 %,LICITACION SIMPLIFICADA
2018,VARIOS MUNICIPIOS,OBRA,CORTAZAR - SALVATIERRA,SOP/RE/LS/PU/DCA/OB/OP/2018-0253,"CESAREO CONSTRUCCIONES, S.A. DE C.V.","$6,554,075.36 ",100.00 %,100.00 %,LICITACION SIMPLIFICADA
2018,VARIOS MUNICIPIOS,OBRA,ROMITA - EL SAUCILLO,SOP/RE/LS/PU/DCB/OB/OP/2018-0254,"RDI URBANIZADORA, S.A. DE C.V.","$8,445,947.09 ",100.00 %,100.00 %,LICITACION SIMPLIFICADA
2018,CELAYA,OBRA,REHABILITACIÓN DEL CAMINO ARREGUÍN DE ARRIBA - EL SAUZ,SOP/RE/LS/PU/DCA/OB/OP/2018-0255,MARTINEZ PEREZ ALBERTO AGUSTIN,"$4,811,745.72 ",100.00 %,100.00 %,LICITACION SIMPLIFICADA
2018,VARIOS MUNICIPIOS,PROYECTO,PROYECTO EJECUTIVO DE PARADEROS DE TRANSPORTE PÚBLICO,SOP/RE/AM/PU/DPI/SERV/OP/2018-0256,"CONSTRUCTORA MADACO, S. DE R.L. DE C.V.","$284,483.33 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2018,VARIOS MUNICIPIOS,OBRA,JERÉCUARO - TARANDACUAO,SOP/RF/LP/PU/DCA/OB/OP/2018-0260,"VISE, S.A. DE C.V.","$36,587,371.34 ",100.00 %,100.00 %,LICITACION PUBLICA
2018,VARIOS MUNICIPIOS,OBRA,CARRETERA ROMITA - IRAPUATO,SOP/RE/LP/PU/DCB/OB/OP/2018-0259,"VISE, S.A. DE C.V.","$12,774,091.79 ",100.00 %,100.00 %,LICITACION PUBLICA
2018,VARIOS MUNICIPIOS,OBRA,CARRETERA SAN JOSÉ ITURBIDE - SANTA CATARINA,SOP/RE/LP/PU/DCA/OB/OP/2018-0258,"URBANIZADORA VELCAR CONSTRUCTORA, S.A. DE C.V.","$13,118,261.66 ",100.00 %,100.00 %,LICITACION PUBLICA
2018,GUANAJUATO,OBRA,CARRETERA GUANAJUATO - JUVENTINO ROSAS,SOP/RE/LP/PU/DCB/OB/OP/2018-0257,"COMPACTO DEL CENTRO PROYECTO Y CONSTRUCCION, S.A. DE C.V.","$13,823,662.03 ",100.00 %,100.00 %,LICITACION PUBLICA
2018,PURÍSIMA DEL RINCÓN,OBRA,COMPLEMENTO AUDITORIO ETAPA TEATRO PLAZA PURÍSIMA,SOP/RE/LP/PU/DOB/OB/IEC/2018-0266,"METALES LAMINADOS APARMEX, S.A. DE C.V.","$41,434,354.36 ",100.00 %,100.00 %,LICITACION PUBLICA
2018,IRAPUATO,PROYECTO INTEGRAL,EDIFICIO DE LA DEFENSORÍA PÚBLICA (ETAPA DE TERMINACIÓN),SOP/RE/LP/PU/DOA/PI/SG/2018-0267,CARBAJAL TAPIA VICENTE,"$10,298,431.71 ",100.00 %,100.00 %,LICITACION PUBLICA
2018,PÉNJAMO,OBRA,REHABILITACIÓN DEL CAMINO CARRETERA FEDERAL 90 A MEZQUITE DE,SOP/RE/LP/PU/DCB/OB/OP/2018-0263,"MUÑOZ CONSTRUCCIONES, S.A. DE C.V.","$12,652,295.77 ",100.00 %,100.00 %,LICITACION PUBLICA
2018,PÉNJAMO,OBRA,REHABILITACIÓN CAMINO CARRETERA FEDERAL 90 A SAN GABRIEL,SOP/RE/LP/PU/DCB/OB/OP/2018-0262,"MUÑOZ CONSTRUCCIONES, S.A. DE C.V.","$14,057,971.18 ",100.00 %,100.00 %,LICITACION PUBLICA
2018,PÉNJAMO,OBRA,REHABILITACIÓN DEL CAMINO CARRETERA FEDERAL 90 A SAN JOSÉ,SOP/RE/LS/PU/DCB/OB/OP/2018-0261,"KAY GRUPO CONSTRUCTOR, S.A. DE C.V.","$9,044,888.81 ",100.00 %,100.00 %,LICITACION SIMPLIFICADA
2018,CELAYA,OBRA,EDIFICIO DE LA DEFENSORÍA PÚBLICA (ETAPA DE TERMINACIÓN),SOP/RE/LP/PU/DOA/OB/SG/2018-0268,"GRUPO CELARK, S.C.","$10,831,181.43 ",100.00 %,100.00 %,LICITACION PUBLICA
2018,SAN JOSÉ ITURBIDE,OBRA,TERMINACIÓN DE NÚCLEO TECNOLÓGICO,SOP/RF/LP/PU/DOB/OB/IECA/2018-0269,"ALTA POTENCIA CE, S.A. DE C.V.","$1,201,029.04 ",100.00 %,100.00 %,LICITACION PUBLICA
